Date,Open,High,Low,Close,Adj Close,Volume
27-12-2010,11.530357,11.622857,11.482857,11.595714,9.869324,249816000
28-12-2010,11.639643,11.666429,11.609286,11.623929,9.893341,175924000
29-12-2010,11.650714,11.658929,11.610714,11.6175,9.88787,163139200
30-12-2010,11.624286,11.625357,11.5375,11.559286,9.838321,157494400
31-12-2010,11.533929,11.552857,11.475357,11.52,9.804884,193508000
03-01-2011,11.63,11.795,11.601429,11.770357,10.017966,445138400
04-01-2011,11.872857,11.875,11.719643,11.831786,10.070251,309080800
05-01-2011,11.769643,11.940714,11.767857,11.928571,10.152622,255519600
06-01-2011,11.954286,11.973214,11.889286,11.918929,10.144421,300428800
07-01-2011,11.928214,12.0125,11.853571,12.004286,10.217068,311931200
10-01-2011,12.101071,12.258214,12.041786,12.230357,10.409482,448560000
11-01-2011,12.317143,12.32,12.123929,12.201429,10.384861,444108000
12-01-2011,12.258929,12.301071,12.214286,12.300714,10.469364,302590400
13-01-2011,12.327143,12.38,12.280357,12.345714,10.507665,296780400
14-01-2011,12.353214,12.445714,12.301429,12.445714,10.592775,308840000
18-01-2011,11.768571,12.312857,11.642857,12.166071,10.354767,1880998000
19-01-2011,12.441071,12.45,12.031429,12.101429,10.29975,1135612800
20-01-2011,12.015357,12.082143,11.79,11.881429,10.112502,764789200
21-01-2011,11.920357,11.96,11.665357,11.668571,9.931337,754401200
24-01-2011,11.673929,12.051786,11.668571,12.051786,10.257497,574683200
25-01-2011,12.011786,12.194286,11.948929,12.192857,10.377565,546868000
26-01-2011,12.248571,12.342857,12.196429,12.280357,10.452039,506875600
27-01-2011,12.277857,12.310357,12.243929,12.2575,10.432582,285026000
28-01-2011,12.291786,12.3,11.911786,12.003571,10.216457,592057200
31-01-2011,11.992857,12.144286,11.939286,12.118571,10.31434,377246800
01-02-2011,12.189286,12.344643,12.177857,12.3225,10.487907,426633200
02-02-2011,12.301786,12.330357,12.269643,12.297143,10.466323,258955200
03-02-2011,12.278571,12.294286,12.091071,12.265714,10.439575,393797600
04-02-2011,12.272857,12.382143,12.268214,12.375,10.532588,321840400
07-02-2011,12.424643,12.616071,12.415714,12.567143,10.696128,485021600
08-02-2011,12.631429,12.697143,12.576786,12.685714,10.797043,381040800
09-02-2011,12.685357,12.821429,12.673929,12.791429,10.887018,482745200
10-02-2011,12.763929,12.857143,12.428571,12.662143,10.776982,928550000
11-02-2011,12.669643,12.778571,12.626429,12.744643,10.847199,367572800
14-02-2011,12.7425,12.838571,12.739643,12.827857,10.918026,310416400
15-02-2011,12.828214,12.856071,12.769643,12.853571,10.93991,284174800
16-02-2011,12.885714,13.032143,12.875,12.968929,11.038095,481157600
17-02-2011,12.758929,12.866786,12.732857,12.796429,10.891274,530583200
18-02-2011,12.811071,12.839286,12.482857,12.52,10.656004,816057200
22-02-2011,12.219643,12.335714,12.061429,12.093214,10.292754,872555600
23-02-2011,12.098929,12.308571,12.093214,12.236429,10.41465,671854400
24-02-2011,12.286429,12.326786,12.084643,12.245714,10.422555,499900800
25-02-2011,12.330714,12.443929,12.314286,12.434286,10.583052,380018800
28-02-2011,12.544286,12.680357,12.54,12.614643,10.736557,403074000
01-03-2011,12.695357,12.704286,12.417143,12.475357,10.618004,456136800
02-03-2011,12.498571,12.655357,12.442857,12.575714,10.703417,602590800
03-03-2011,12.756786,12.849643,12.711429,12.841429,10.929574,500788400
04-03-2011,12.859643,12.8675,12.776786,12.857143,10.94295,453266800
07-03-2011,12.907143,12.916786,12.546786,12.691429,10.801907,546123200
08-03-2011,12.675357,12.764286,12.580357,12.705714,10.814066,356316800
09-03-2011,12.6675,12.67,12.521429,12.588214,10.71406,453306000
10-03-2011,12.468571,12.491786,12.317857,12.381071,10.537753,507539200
11-03-2011,12.333214,12.582857,12.321429,12.571071,10.699466,471080400
14-03-2011,12.613571,12.731429,12.546786,12.627143,10.747193,435957200
15-03-2011,12.217857,12.422857,12.146429,12.336786,10.500064,721081200
16-03-2011,12.214286,12.25,11.652143,11.786071,10.031342,1162011200
17-03-2011,12.029643,12.128929,11.809286,11.951429,10.172082,659422400
18-03-2011,12.040357,12.078571,11.785714,11.809643,10.051403,753214000
21-03-2011,11.999643,12.133571,11.973571,12.117857,10.313731,409402000
22-03-2011,12.234286,12.236429,12.112143,12.185714,10.371489,325922800
23-03-2011,12.117143,12.150714,11.998214,12.113929,10.310387,372996400
24-03-2011,12.208929,12.357143,12.102143,12.320357,10.486082,404712000
25-03-2011,12.431071,12.573571,12.393571,12.555,10.685793,448910000
28-03-2011,12.6125,12.654286,12.515714,12.515714,10.652354,309355200
29-03-2011,12.416429,12.534286,12.359286,12.534286,10.668158,352900800
30-03-2011,12.522857,12.531429,12.408571,12.451071,10.597336,329406000
31-03-2011,12.37,12.492857,12.359286,12.446786,10.593687,274019200
01-04-2011,12.539643,12.556786,12.260714,12.305714,10.47362,418661600
04-04-2011,12.296786,12.307143,12.085714,12.185357,10.371178,460084800
05-04-2011,12.035357,12.223214,12,12.103214,10.301267,482731200
06-04-2011,12.186429,12.282143,12.040714,12.072857,10.275432,402539200
07-04-2011,12.075,12.158214,12.001071,12.074286,10.276646,373447200
08-04-2011,12.14,12.148214,11.926786,11.966429,10.184848,377535200
11-04-2011,11.930714,11.988214,11.786429,11.814286,10.055356,398946800
12-04-2011,11.803214,11.918929,11.792857,11.871429,10.103993,425639200
13-04-2011,11.965,12.005,11.875714,12.004643,10.21737,346220000
14-04-2011,11.957143,12,11.859286,11.872143,10.104599,301800800
15-04-2011,11.903571,11.915714,11.671429,11.695,9.953831,453605600
18-04-2011,11.646429,11.865357,11.434286,11.851786,10.087273,609898800
19-04-2011,11.896429,12.070714,11.846786,12.066429,10.269962,419378400
20-04-2011,12.268214,12.348214,12.196429,12.228929,10.408266,700666400
21-04-2011,12.678571,12.683214,12.447143,12.525,10.660256,753810400
25-04-2011,12.512143,12.633929,12.510714,12.6075,10.730475,266546000
26-04-2011,12.629286,12.678214,12.476786,12.515,10.651748,338800000
27-04-2011,12.58,12.583929,12.396429,12.505357,10.643541,356213200
28-04-2011,12.363929,12.491071,12.34,12.383929,10.54019,360959200
29-04-2011,12.385,12.641071,12.381071,12.504643,10.642934,1006345200
02-05-2011,12.490714,12.516786,12.339286,12.367143,10.525901,442713600
03-05-2011,12.428214,12.496071,12.343571,12.435714,10.584262,313348000
04-05-2011,12.437857,12.565357,12.388571,12.484643,10.625911,389250400
05-05-2011,12.442857,12.533929,12.358929,12.383929,10.54019,335969200
06-05-2011,12.488929,12.5,12.364643,12.380714,10.537455,280134400
09-05-2011,12.423571,12.471429,12.376071,12.414286,10.566025,204747200
10-05-2011,12.460357,12.488929,12.380714,12.480357,10.62226,282091600
11-05-2011,12.465,12.5,12.33,12.401071,10.554779,336000000
12-05-2011,12.361429,12.397143,12.223929,12.3775,10.534718,322000000
13-05-2011,12.345,12.366071,12.155357,12.160714,10.350206,326116000
16-05-2011,12.114286,12.186429,11.878571,11.903571,10.131346,449775200
17-05-2011,11.857143,12.005,11.811786,12.005,10.217675,452334400
18-05-2011,12.016786,12.180357,12,12.138214,10.331059,334776400
19-05-2011,12.217143,12.228929,12.095357,12.161786,10.351123,261170000
20-05-2011,12.127143,12.176786,11.965,11.972143,10.189711,337968400
23-05-2011,11.784643,11.999286,11.765,11.942857,10.164786,383600000
24-05-2011,11.982143,11.996429,11.833571,11.863929,10.09761,321927200
25-05-2011,11.908214,12.091429,11.8875,12.027857,10.237131,294224000
26-05-2011,11.998929,12.031786,11.943929,11.964286,10.183022,222560800
27-05-2011,11.957143,12.058214,11.939643,12.050357,10.25628,203599200
31-05-2011,12.182143,12.4225,12.178571,12.4225,10.573016,417754400
01-06-2011,12.459643,12.576071,12.308929,12.339643,10.502495,554682800
02-06-2011,12.375,12.427857,12.296429,12.360714,10.52043,338783200
03-06-2011,12.256429,12.333214,12.214643,12.265714,10.439575,313250000
06-06-2011,12.346429,12.394643,12.064643,12.072857,10.275432,461941200
07-06-2011,12.0775,12.079286,11.853571,11.858571,10.093047,529785200
08-06-2011,11.849286,11.957143,11.808929,11.865714,10.099127,333723600
09-06-2011,11.901786,11.916786,11.8125,11.838929,10.076327,275088800
10-06-2011,11.805357,11.845,11.625357,11.639286,9.906411,433955200
13-06-2011,11.685714,11.725357,11.609643,11.664286,9.927686,329473200
14-06-2011,11.785714,11.901786,11.761071,11.872857,10.105207,334569200
15-06-2011,11.776786,11.796429,11.602857,11.669643,9.932246,399196000
16-06-2011,11.675,11.738571,11.368929,11.612857,9.883915,510591200
17-06-2011,11.749643,11.758929,11.405714,11.437857,9.734967,615020000
20-06-2011,11.334286,11.346429,11.089286,11.261429,9.58481,640645600
21-06-2011,11.31,11.635714,11.257143,11.617857,9.888168,493382400
22-06-2011,11.612857,11.746429,11.513571,11.521786,9.806405,390583200
23-06-2011,11.390714,11.846071,11.361429,11.829643,10.068426,559759200
24-06-2011,11.834643,11.898214,11.610357,11.655357,9.920089,439807200
27-06-2011,11.699643,11.925,11.6875,11.858571,10.093047,339813600
28-06-2011,11.916071,12.025,11.908571,11.973571,10.190924,294299600
29-06-2011,12.001429,12.013214,11.852857,11.93,10.153842,352545200
30-06-2011,11.953571,12.004643,11.887143,11.988214,10.20339,322954800
01-07-2011,11.998214,12.267857,11.935714,12.259286,10.434105,435313200
05-07-2011,12.25,12.493929,12.232143,12.479643,10.621654,355054000
06-07-2011,12.4625,12.646429,12.3825,12.562857,10.692479,444626000
07-07-2011,12.666786,12.785714,12.642857,12.757143,10.857838,399663600
08-07-2011,12.619286,12.857143,12.578571,12.846786,10.934137,489633200
11-07-2011,12.726429,12.848929,12.600714,12.642857,10.760565,442674400
12-07-2011,12.626071,12.774286,12.450714,12.633929,10.752968,451609200
13-07-2011,12.7975,12.857143,12.727857,12.786429,10.882761,391638800
14-07-2011,12.893214,12.914643,12.726429,12.7775,10.875165,430533600
15-07-2011,12.898929,13.035714,12.8275,13.032857,11.092501,484467200
18-07-2011,13.051071,13.380357,13.045714,13.35,11.362428,572653200
19-07-2011,13.5,13.523214,13.332857,13.458929,11.455144,819145600
20-07-2011,14.147143,14.1525,13.785714,13.817857,11.760633,941340400
