Date,Open,High,Low,Close,Adj Close,Volume
04-01-2010,7.6225,7.660714,7.585,7.643214,6.50528,493729600
05-01-2010,7.664286,7.699643,7.616071,7.656429,6.516528,601904800
06-01-2010,7.656429,7.686786,7.526786,7.534643,6.412872,552160000
07-01-2010,7.5625,7.571429,7.466071,7.520714,6.401016,477131200
08-01-2010,7.510714,7.571429,7.466429,7.570714,6.443575,447610800
11-01-2010,7.6,7.607143,7.444643,7.503929,6.386731,462229600
12-01-2010,7.471071,7.491786,7.372143,7.418571,6.314083,594459600
13-01-2010,7.423929,7.533214,7.289286,7.523214,6.403146,605892000
14-01-2010,7.503929,7.516429,7.465,7.479643,6.366061,432894000
15-01-2010,7.533214,7.557143,7.3525,7.354643,6.259672,594067600
19-01-2010,7.440357,7.685357,7.401429,7.68,6.536589,730007600
20-01-2010,7.675357,7.698214,7.482143,7.561786,6.435973,612152800
21-01-2010,7.574286,7.618214,7.400357,7.431071,6.32472,608154400
22-01-2010,7.385,7.410714,7.041429,7.0625,6.011025,881767600
25-01-2010,7.2325,7.310714,7.149643,7.2525,6.172736,1065699600
26-01-2010,7.355357,7.6325,7.235,7.355,6.259974,1867110000
27-01-2010,7.3875,7.520714,7.126071,7.424286,6.318945,1722568400
28-01-2010,7.318929,7.339286,7.096429,7.1175,6.057835,1173502400
29-01-2010,7.181429,7.221429,6.794643,6.859286,5.838064,1245952400
01-02-2010,6.870357,7,6.832143,6.954643,5.919224,749876400
02-02-2010,6.996786,7.011429,6.906429,6.995,5.953573,698342400
03-02-2010,6.970357,7.15,6.943571,7.115357,6.056013,615328000
04-02-2010,7.026071,7.084643,6.841786,6.858929,5.837761,757652000
05-02-2010,6.879643,7,6.816071,6.980714,5.941412,850306800
08-02-2010,6.988929,7.067143,6.928571,6.932857,5.900682,478270800
09-02-2010,7.015,7.053571,6.955357,7.006786,5.963604,632886800
10-02-2010,6.996071,7.021429,6.937857,6.968571,5.931079,370361600
11-02-2010,6.96,7.133929,6.930714,7.095357,6.038987,550345600
12-02-2010,7.075357,7.201429,6.982143,7.156429,6.09097,655468800
16-02-2010,7.212143,7.274643,7.197143,7.264286,6.182767,543737600
17-02-2010,7.2925,7.296786,7.173571,7.233929,6.15693,436396800
18-02-2010,7.201071,7.281786,7.175714,7.2475,6.168479,422825200
19-02-2010,7.209286,7.257143,7.1825,7.2025,6.13018,415469600
22-02-2010,7.226429,7.232143,7.113929,7.157857,6.092184,390563600
23-02-2010,7.142857,7.190357,6.989643,7.037857,5.99005,575094800
24-02-2010,7.079643,7.194286,7.065714,7.166429,6.099479,460566400
25-02-2010,7.049286,7.245,7.031786,7.214286,6.140211,665126000
26-02-2010,7.227857,7.3275,7.214286,7.307857,6.219851,507460800
01-03-2010,7.348214,7.482143,7.3375,7.463929,6.352686,550093600
02-03-2010,7.4975,7.529643,7.419286,7.458929,6.348432,566546400
03-03-2010,7.462143,7.495357,7.426429,7.476071,6.363021,372052800
04-03-2010,7.474286,7.532857,7.451071,7.525357,6.404969,366041200
05-03-2010,7.676429,7.846429,7.665357,7.819643,6.65544,899620400
08-03-2010,7.8575,7.860357,7.794643,7.824286,6.659395,429889600
09-03-2010,7.796786,8.035714,7.781786,7.965,6.779158,920259200
10-03-2010,7.993929,8.052857,7.971429,8.03,6.834481,596218000
11-03-2010,7.996786,8.053571,7.975714,8.053571,6.854541,405700400
12-03-2010,8.120357,8.133214,8.0625,8.092857,6.88798,416323600
15-03-2010,8.049286,8.053571,7.866071,7.994286,6.804084,493502800
16-03-2010,8.006429,8.035,7.946786,8.016071,6.822626,446908000
17-03-2010,8.032143,8.0875,7.973929,8.004286,6.812596,450956800
18-03-2010,8.003571,8.035714,7.950357,8.023214,6.828705,342109600
19-03-2010,8.028214,8.044286,7.901071,7.9375,6.755752,559445600
22-03-2010,7.873929,8.071429,7.8625,8.026786,6.831742,456419600
23-03-2010,8.058571,8.170714,8.003571,8.155714,6.941477,602431200
24-03-2010,8.13,8.221429,8.125357,8.191786,6.972179,597780400
25-03-2010,8.247143,8.248929,8.080357,8.094643,6.889499,542284400
26-03-2010,8.176786,8.283929,8.1625,8.246429,7.018689,640875200
29-03-2010,8.321429,8.3525,8.272143,8.299643,7.063977,540744400
30-03-2010,8.45,8.481429,8.366071,8.423214,7.169152,527310000
31-03-2010,8.410357,8.450357,8.373571,8.392857,7.143316,430659600
01-04-2010,8.478929,8.526071,8.3125,8.4275,7.1728,603145200
05-04-2010,8.392143,8.518214,8.384643,8.5175,7.249404,684507600
06-04-2010,8.507143,8.58,8.464286,8.555,7.281319,447017200
07-04-2010,8.555357,8.64,8.523571,8.592857,7.313539,628502000
08-04-2010,8.587143,8.626429,8.501429,8.569643,7.293779,572989200
09-04-2010,8.6225,8.638929,8.587857,8.635357,7.34971,334182800
12-04-2010,8.65,8.681071,8.636071,8.653214,7.364909,333026400
13-04-2010,8.637857,8.671429,8.611071,8.658214,7.369163,306210800
14-04-2010,8.76,8.778929,8.716786,8.774643,7.468258,404076400
15-04-2010,8.777857,8.893929,8.768214,8.89,7.566442,376784800
16-04-2010,8.8775,8.969286,8.733929,8.835714,7.520237,750545600
19-04-2010,8.8225,8.853214,8.634643,8.823929,7.510208,566924400
20-04-2010,8.876429,8.901786,8.677143,8.735357,7.434823,738326400
21-04-2010,9.242857,9.294643,9.133214,9.257857,7.879532,982391200
22-04-2010,9.222857,9.526786,9.15,9.516786,8.099912,793424800
23-04-2010,9.571071,9.720714,9.535714,9.6725,8.232442,796955600
26-04-2010,9.71,9.730714,9.578214,9.625,8.192015,479068800
27-04-2010,9.545357,9.565714,9.304286,9.358571,7.965254,709343600
28-04-2010,9.401786,9.428571,9.1575,9.342857,7.951878,758402400
29-04-2010,9.393571,9.642857,9.3575,9.594286,8.165875,558840800
30-04-2010,9.618214,9.663214,9.321429,9.324643,7.936378,542463600
03-05-2010,9.422857,9.567143,9.388571,9.5125,8.096263,454342000
04-05-2010,9.388929,9.403214,9.169643,9.238571,7.863117,723819600
05-05-2010,9.036786,9.219286,8.883214,9.1425,7.781351,883103200
06-05-2010,9.065357,9.223214,7.116071,8.794643,7.485285,1285860800
07-05-2010,8.703929,8.806071,8.043214,8.423571,7.169456,1676018400
10-05-2010,8.9375,9.094643,8.876071,9.071071,7.720553,984306400
11-05-2010,8.994286,9.281786,8.946429,9.161429,7.79746,848906800
12-05-2010,9.258571,9.3975,9.239286,9.360357,7.966772,654379600
13-05-2010,9.400714,9.464286,9.157143,9.227143,7.853391,599712400
14-05-2010,9.112857,9.16,8.910714,9.065,7.71539,759362800
17-05-2010,9.096429,9.149286,8.846786,9.079286,7.727547,762834800
18-05-2010,9.177857,9.233929,8.937857,9.012857,7.671008,782678400
19-05-2010,8.910714,9.032857,8.744643,8.869286,7.548811,1025726800
20-05-2010,8.638571,8.708929,8.436071,8.491429,7.227212,1282915200
21-05-2010,8.315,8.732143,8.2625,8.654286,7.365822,1223891200
24-05-2010,8.831429,8.960714,8.795,8.812857,7.500784,754238800
25-05-2010,8.548214,8.812857,8.47,8.757857,7.453977,1048006400
26-05-2010,8.931429,9.004643,8.705357,8.718214,7.420231,850654000
27-05-2010,8.95,9.0675,8.896786,9.048214,7.7011,666282400
28-05-2010,9.263929,9.264286,9.048214,9.174286,7.808404,815614800
01-06-2010,9.274643,9.497857,9.248571,9.315357,7.928472,876472800
02-06-2010,9.447857,9.457143,9.2975,9.426786,8.02331,688548000
03-06-2010,9.470714,9.483929,9.300357,9.397143,7.998078,650106800
04-06-2010,9.221786,9.353571,9.093929,9.141429,7.780435,758304400
07-06-2010,9.224643,9.255357,8.948214,8.962143,7.627847,886942000
08-06-2010,9.044286,9.064286,8.773214,8.904643,7.578906,1000770400
09-06-2010,8.981071,8.996429,8.660357,8.685714,7.392568,854630000
10-06-2010,8.744286,8.963571,8.65,8.946786,7.614774,776356000
11-06-2010,8.865357,9.066429,8.834643,9.053929,7.705966,545759200
14-06-2010,9.141429,9.255357,9.071786,9.081429,7.729373,602960400
15-06-2010,9.13,9.280357,9.125,9.274643,7.89382,585074000
16-06-2010,9.325,9.5625,9.308214,9.544643,8.123618,783678000
17-06-2010,9.664286,9.746429,9.625,9.709643,8.264056,872855200
18-06-2010,9.723214,9.821429,9.693571,9.788214,8.330929,784621600
21-06-2010,9.9175,9.964643,9.5975,9.648929,8.212379,776490400
22-06-2010,9.72,9.856071,9.696429,9.780357,8.324239,717262000
23-06-2010,9.806429,9.809286,9.567857,9.6775,8.236696,768457200
24-06-2010,9.678571,9.757143,9.575,9.607143,8.176816,714277200
25-06-2010,9.645,9.6525,9.493214,9.525,8.106903,549942400
28-06-2010,9.533214,9.633929,9.447143,9.582143,8.155537,584948000
29-06-2010,9.432857,9.4425,9.082143,9.148929,7.786819,1133344800
30-06-2010,9.168214,9.213214,8.928929,8.983214,7.645779,739452000
01-07-2010,9.082143,9.1,8.686429,8.874286,7.553068,1022896000
02-07-2010,8.946071,8.961786,8.685714,8.819286,7.506258,693842800
06-07-2010,8.964286,9.028571,8.791429,8.879643,7.557625,615235600
07-07-2010,8.946071,9.241786,8.919643,9.238214,7.862815,654556000
08-07-2010,9.374286,9.389286,9.103214,9.2175,7.845185,738144400
09-07-2010,9.174643,9.282143,9.112857,9.272143,7.891693,433322400
12-07-2010,9.233214,9.351786,9.102143,9.188929,7.820866,562878400
13-07-2010,9.154286,9.157143,8.801071,8.992857,7.653987,1190924000
14-07-2010,8.906429,9.135714,8.892857,9.026071,7.682254,812047600
15-07-2010,8.865357,9.1775,8.832143,8.980357,7.643348,824866000
16-07-2010,9.042143,9.106071,8.871786,8.925,7.596233,1039858400
19-07-2010,8.924286,8.924286,8.557143,8.770714,7.464916,1024478000
20-07-2010,8.675,9.032143,8.571786,8.996071,7.656721,1074950800
21-07-2010,9.4675,9.469643,9.071429,9.08,7.728153,1185671200
22-07-2010,9.202857,9.285714,9.118214,9.250714,7.873456,645318800
23-07-2010,9.181786,9.299286,9.152857,9.283571,7.901417,533388800
26-07-2010,9.285714,9.289286,9.203929,9.26,7.881359,420551600
27-07-2010,9.316786,9.457143,9.296429,9.431429,8.027261,584771600
28-07-2010,9.416786,9.499643,9.294643,9.32,7.932423,519985200
29-07-2010,9.311071,9.380357,9.146429,9.218214,7.845792,643806800
30-07-2010,9.138929,9.275,9.103571,9.1875,7.819651,448210000
02-08-2010,9.301429,9.378214,9.272143,9.351786,7.959476,428055600
03-08-2010,9.321786,9.402143,9.265,9.354643,7.961905,417653600
04-08-2010,9.387143,9.438571,9.296786,9.392143,7.993826,420375200
05-08-2010,9.3475,9.399286,9.305357,9.346429,7.954917,289097200
06-08-2010,9.277857,9.338929,9.201071,9.288929,7.905974,444897600
09-08-2010,9.338571,9.3625,9.270357,9.348214,7.956437,303128000
10-08-2010,9.280357,9.301786,9.198214,9.264643,7.885309,451920000
11-08-2010,9.121429,9.131786,8.921786,8.935357,7.60505,620054400
12-08-2010,8.810357,9.039286,8.79,8.9925,7.653679,534920400
13-08-2010,8.9875,8.995714,8.896071,8.896429,7.571914,354869200
16-08-2010,8.842143,8.928929,8.807857,8.844286,7.527535,318430000
17-08-2010,8.931429,9.093929,8.9,8.998929,7.659153,422640400
18-08-2010,9.012857,9.095357,8.985,9.038214,7.692592,339696000
19-08-2010,9.03,9.052857,8.881429,8.924286,7.595623,426706000
20-08-2010,8.906786,9.068571,8.892857,8.915714,7.588328,384230000
23-08-2010,8.9925,9,8.758929,8.778571,7.471602,414041600
24-08-2010,8.666786,8.678571,8.523214,8.568929,7.293172,602565600
25-08-2010,8.501429,8.713929,8.471429,8.674643,7.383149,596867600
26-08-2010,8.766071,8.776786,8.581429,8.581429,7.303812,466505200
27-08-2010,8.633929,8.664643,8.412857,8.629286,7.344544,548391200
30-08-2010,8.598571,8.776786,8.595714,8.660714,7.371292,383289200
31-08-2010,8.6375,8.734286,8.583929,8.682143,7.389532,420786800
01-09-2010,8.838214,8.980714,8.795714,8.940357,7.609303,697037600
02-09-2010,8.973571,9.006071,8.8775,9.006071,7.665232,415427600
03-09-2010,9.110357,9.242143,9.089286,9.241786,7.865852,520788800
07-09-2010,9.165714,9.268929,9.151786,9.2075,7.836673,342557600
08-09-2010,9.277857,9.4425,9.253571,9.39,7.992002,526551200
09-09-2010,9.465714,9.518571,9.39,9.395357,7.99656,438575200
10-09-2010,9.399643,9.446429,9.335714,9.4075,8.006894,387542400
13-09-2010,9.493571,9.581429,9.491429,9.537143,8.117239,388780000
14-09-2010,9.5075,9.613214,9.482857,9.573571,8.148241,408150400
15-09-2010,9.5775,9.656429,9.565714,9.650714,8.213896,429368800
16-09-2010,9.651429,9.881071,9.625,9.8775,8.406923,652103200
17-09-2010,9.9175,9.927143,9.774286,9.834643,8.370444,634477200
20-09-2010,9.86,10.135,9.851786,10.115357,8.609366,658677600
21-09-2010,10.137857,10.2625,10.099643,10.134643,8.625778,668074400
22-09-2010,10.096786,10.285,10.086071,10.276786,8.746762,585289600
23-09-2010,10.226071,10.455714,10.214286,10.318571,8.782325,786116800
24-09-2010,10.432143,10.483214,10.376786,10.44,8.885675,649488000
27-09-2010,10.499286,10.526071,10.393214,10.398571,8.850415,482834800
28-09-2010,10.420357,10.420357,9.821429,10.245,8.719709,1035042400
29-09-2010,10.258214,10.350357,10.214286,10.263214,8.735209,469644000
30-09-2010,10.321429,10.357143,10.044643,10.133929,8.625173,673391600
01-10-2010,10.219643,10.235,10.048214,10.09,8.587783,448142800
04-10-2010,10.057143,10.103571,9.920357,9.951429,8.469846,435302000
05-10-2010,10.071429,10.3375,10.065,10.319286,8.782932,501967200
06-10-2010,10.3425,10.428214,10.187857,10.328214,8.790533,670868800
07-10-2010,10.369286,10.374286,10.246786,10.329286,8.791444,408399600
08-10-2010,10.418214,10.517857,10.357143,10.5025,8.938869,658403200
11-10-2010,10.526429,10.615714,10.521429,10.548571,8.978084,427753200
12-10-2010,10.550357,10.696429,10.446071,10.662143,9.074744,558544000
13-10-2010,10.721429,10.784286,10.707143,10.719286,9.123382,630092400
14-10-2010,10.774643,10.8025,10.728571,10.796786,9.189342,435296400
15-10-2010,10.98,11.25,10.889643,11.240714,9.567178,922194000
18-10-2010,11.373929,11.392857,11.224643,11.357143,9.666276,1093010800
19-10-2010,10.835714,11.206071,10.715,11.053214,9.407593,1232784000
20-10-2010,11.035714,11.223214,10.959643,11.090357,9.43921,721624400
21-10-2010,11.155714,11.240714,10.957143,11.054286,9.408499,551460000
22-10-2010,11.038214,11.072857,10.939286,10.981071,9.346193,372778000
25-10-2010,11.038929,11.128571,11.015714,11.03,9.387835,392462000
26-10-2010,10.959643,11.062143,10.916071,11.001786,9.363822,392929600
27-10-2010,10.9875,11.067857,10.914286,10.993929,9.357133,399002800
28-10-2010,10.998214,11,10.746429,10.901429,9.278408,551051200
29-10-2010,10.865357,10.924286,10.745357,10.749286,9.148915,430511200
01-11-2010,10.793571,10.914286,10.792857,10.863571,9.246182,423889200
02-11-2010,10.964286,11.078214,10.964286,11.048571,9.403641,433930000
03-11-2010,11.120357,11.174286,11.018929,11.171429,9.508207,508348400
04-11-2010,11.266071,11.435,11.251071,11.366786,9.67448,642488000
05-11-2010,11.356786,11.413214,11.3125,11.326071,9.639828,361253200
08-11-2010,11.328571,11.420357,11.312857,11.379286,9.685116,281758400
09-11-2010,11.466071,11.475,11.232143,11.288571,9.60791,383544000
10-11-2010,11.308571,11.384643,11.198214,11.358214,9.667184,384227200
11-11-2010,11.25,11.371429,11.223214,11.308929,9.625237,361284000
12-11-2010,11.285714,11.303571,10.843929,11.001071,9.363213,795846800
15-11-2010,11.016429,11.090714,10.938214,10.965714,9.333121,403606000
16-11-2010,10.918571,10.985714,10.69,10.771071,9.167455,657650000
17-11-2010,10.757143,10.856786,10.634286,10.732143,9.134324,479449600
18-11-2010,10.9,11.059643,10.881786,11.015357,9.375371,494491200
19-11-2010,10.998929,11.014286,10.901429,10.954643,9.323698,384843200
22-11-2010,10.952857,11.191429,10.923929,11.191429,9.52523,393075200
23-11-2010,11.0875,11.133929,10.948571,11.026071,9.384491,519447600
24-11-2010,11.142857,11.264286,11.133929,11.242857,9.569004,413725200
26-11-2010,11.205,11.346429,11.176429,11.25,9.575083,237585600
29-11-2010,11.267857,11.338571,11.120714,11.316786,9.631927,445785200
30-11-2010,11.197857,11.227143,11.1025,11.1125,9.458053,501858000
01-12-2010,11.259643,11.348214,11.25,11.3,9.617636,461750800
02-12-2010,11.340357,11.392857,11.246071,11.3625,9.670833,462837200
03-12-2010,11.321786,11.380357,11.297857,11.337143,9.649254,342092800
06-12-2010,11.38,11.511786,11.372143,11.433929,9.731624,448481600
07-12-2010,11.564286,11.571071,11.361429,11.364643,9.672654,391454000
08-12-2010,11.415357,11.465,11.325357,11.464643,9.757767,321935600
09-12-2010,11.504643,11.517857,11.393571,11.42,9.719769,294151200
10-12-2010,11.416071,11.466071,11.378571,11.448571,9.744086,262511200
13-12-2010,11.584643,11.609286,11.464286,11.488214,9.777827,439815600
14-12-2010,11.490357,11.519286,11.392857,11.438929,9.73588,351008000
15-12-2010,11.428571,11.535714,11.399643,11.441429,9.738012,417312000
16-12-2010,11.4675,11.521786,11.432143,11.473214,9.76506,322030800
17-12-2010,11.486786,11.4925,11.436786,11.450357,9.745609,386929200
20-12-2010,11.485714,11.544643,11.365357,11.5075,9.794244,385610400
21-12-2010,11.535714,11.585357,11.501786,11.578571,9.854736,256354000
22-12-2010,11.584286,11.632857,11.555357,11.612857,9.883915,265921600
23-12-2010,11.607143,11.6125,11.541786,11.557143,9.836496,223157200
